NiTi crystalline-amorphous nanocomposite,,,NiTi crystalline-amorphous nanocomposite,,,110 nm-grain-size polycrystalline NiTi,,,110 nm-grain-size polycrystalline NiTi,
Superelastic,Fig. 2a,,Plastic,Fig. 2b,,Superelastic,Fig. 2a,,Plastic,Fig. 2b
Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa)
0.03247,1764.76878,,0.02808,1436.19778,,0.03623,750.85824,,0.03931,691.97415
0.03252,1767.18157,,0.02826,1437.46763,,0.03625,751.37125,,0.03933,692.93364
0.03256,1769.39735,,0.02832,1438.01415,,0.03622,752.20346,,0.03942,693.82838
0.0326,1771.48487,,0.02814,1439.26175,,0.03641,752.80781,,0.03944,694.61313
0.03261,1773.86916,,0.02809,1441.54486,,0.03645,753.01226,,0.03951,695.45818
0.03267,1776.24238,,0.02815,1443.93703,,0.03641,753.54064,,0.03954,696.24913
0.03266,1778.79243,,0.02836,1445.4994,,0.03646,754.2586,,0.03956,697.08727
0.03276,1781.24277,,0.02833,1446.6523,,0.03654,754.87939,,0.03961,698.0214
0.03277,1783.55196,,0.0283,1448.29378,,0.03659,755.34205,,0.03962,698.95304
0.03278,1786.20743,,0.02835,1449.99169,,0.0366,755.86083,,0.03967,699.92153
0.03283,1788.64912,,0.0284,1451.55034,,0.03666,756.51464,,0.03972,700.90304
0.03289,1791.1188,,0.02832,1453.31838,,0.03677,756.96546,,0.03973,701.87994
0.03291,1793.61608,,0.02828,1455.70673,,0.03688,757.019,,0.0398,702.89034
0.03295,1796.06327,,0.02827,1458.42005,,0.03693,756.90811,,0.03986,703.79342
0.03299,1798.60374,,0.02844,1460.84365,,0.03686,757.10317,,0.0399,704.67324
0.03301,1801.17678,,0.0286,1462.08824,,0.03699,757.50484,,0.03997,705.53034
0.03306,1803.69335,,0.02854,1463.32043,,0.0371,757.38979,,0.04001,706.24036
0.0331,1806.26768,,0.02851,1465.14582,,0.03698,757.60652,,0.04001,707.10413
0.03314,1808.83223,,0.0286,1466.91771,,0.03703,758.35827,,0.04007,708.07842
0.03315,1811.31911,,0.0287,1468.15925,,0.03712,758.91667,,0.04009,708.99633
0.03322,1813.90519,,0.02855,1469.70767,,0.03716,759.30635,,0.04012,709.99234
0.03325,1816.41616,,0.02844,1472.38624,,0.03716,759.81363,,0.04016,711.0249
0.03327,1818.9758,,0.02862,1475.03758,,0.03708,760.83736,,0.04022,711.97312
0.0333,1821.79596,,0.02879,1476.6058,,0.03719,761.98865,,0.04025,712.9256
0.03332,1824.62276,,0.02893,1477.35286,,0.03729,762.80043,,0.0403,713.92029
0.03339,1827.33673,,0.02888,1477.92553,,0.03741,763.22144,,0.04032,714.87672
0.03342,1829.97155,,0.02881,1479.38542,,0.03737,763.61953,,0.04038,715.94219
0.03346,1832.68697,,0.0288,1481.11304,,0.0374,764.49421,,0.04047,716.74231
0.03352,1835.24342,,0.02879,1483.22276,,0.0375,765.08537,,0.04047,717.57609
0.03353,1837.75047,,0.02888,1485.12501,,0.03759,765.47242,,0.04049,718.6446
0.03359,1840.28925,,0.0289,1486.83789,,0.03765,765.60989,,0.04056,719.56246
0.03363,1842.71144,,0.02889,1488.81903,,0.03756,766.10025,,0.0406,720.49317
0.03366,1845.21666,,0.02899,1490.57843,,0.0375,767.30132,,0.04068,721.32898
0.0337,1847.64461,,0.02909,1491.85969,,0.0376,768.68514,,0.04068,722.17205
0.03375,1850.14289,,0.02913,1492.95327,,0.03779,769.38483,,0.04077,723.00155
0.03377,1852.57087,,0.02902,1494.34426,,0.03786,769.57967,,0.04074,723.86967
0.03382,1855.01803,,0.02892,1496.74647,,0.03785,769.93311,,0.04077,724.95313
0.03385,1857.47045,,0.02901,1499.30229,,0.03786,770.59688,,0.04083,726.00896
0.0339,1859.84944,,0.02894,1501.72336,,0.038,771.00893,,0.04088,726.95684
0.03393,1862.25334,,0.02892,1504.7602,,0.03801,771.26572,,0.04092,727.9197
0.03398,1864.5768,,0.02918,1507.19719,,0.038,771.8326,,0.04095,728.92682
0.034,1866.95402,,0.02936,1508.09003,,0.03802,772.52312,,0.04098,729.98926
0.03405,1869.36328,,0.02928,1508.85777,,0.038,773.47833,,0.04104,730.94401
0.03411,1871.4972,,0.02909,1510.94218,,0.0381,774.45706,,0.04109,731.86623
0.0341,1873.87713,,0.02906,1513.80063,,0.03816,775.19341,,0.04115,732.78203
0.03415,1876.52782,,0.02923,1516.48314,,0.03829,775.73778,,0.04118,733.69751
0.03418,1878.9924,,0.02945,1517.78454,,0.03838,775.78182,,0.04122,734.60747
0.03422,1881.53918,,0.02945,1518.67805,,0.03836,776.10472,,0.04125,735.54316
0.03426,1884.05421,,0.02942,1519.81163,,0.03839,776.45119,,0.04127,736.5083
0.03429,1886.67843,,0.02941,1521.43826,,0.03834,777.26669,,0.04134,737.52868
0.0343,1889.37037,,0.02954,1522.85157,,0.03843,778.12471,,0.0414,738.43343
0.0344,1892.02879,,0.0296,1523.76406,,0.03852,778.76933,,0.04142,739.29035
0.03442,1894.24102,,0.02947,1525.01414,,0.03858,779.13653,,0.04145,740.24514
0.03448,1896.57986,,0.02933,1527.64694,,0.03854,779.77449,,0.04147,741.31582
0.03446,1898.98303,,0.02942,1530.54751,,0.03854,780.79175,,0.04154,742.25082
0.03453,1901.7102,,0.02969,1532.24672,,0.03863,781.73394,,0.04157,743.2946
0.0346,1903.97076,,0.02972,1532.95166,,0.03871,782.4382,,0.0416,744.28337
0.03462,1906.14616,,0.02947,1534.78236,,0.0387,783.19755,,0.04165,745.34781
0.03465,1908.2888,,0.02961,1537.3823,,0.03876,784.10094,,0.04168,746.38895
0.03468,1910.75516,,0.02979,1538.78749,,0.03891,784.58764,,0.0417,747.47637
0.03471,1913.16392,,0.02967,1540.03208,,0.03893,784.89195,,0.04176,748.57641
0.03474,1915.70605,,0.02938,1542.99636,,0.03895,785.37053,,0.04181,749.63085
0.03479,1918.20065,,0.02941,1547.07919,,0.03896,786.01158,,0.04183,750.62976
0.03481,1920.82681,,0.02978,1549.86116,,0.03901,786.68481,,0.04188,751.72848
0.03485,1923.53421,,0.02998,1550.51692,,0.0391,787.26157,,0.04192,752.72228
0.03493,1925.8397,,0.02977,1551.49779,,0.0391,787.78494,,0.04193,753.91107
0.03493,1928.31895,,0.02965,1554.15767,,0.03908,788.65422,,0.04198,755.08891
0.03501,1930.51383,,0.02992,1556.36284,,0.03916,789.54418,,0.04199,756.29599
0.03503,1932.73996,,0.02994,1557.51658,,0.03927,790.20441,,0.04204,757.50814
0.03507,1935.04392,,0.02986,1559.27263,,0.0394,790.47908,,0.04208,758.7275
0.03509,1937.29664,,0.02989,1561.33802,,0.03937,790.57385,,0.04213,759.88989
0.03515,1939.62437,,0.03001,1563.09296,,0.03926,791.49261,,0.04219,761.00126
0.03514,1942.12859,,0.03018,1564.01774,,0.03935,792.65035,,0.04216,762.23419
0.03519,1944.74996,,0.03015,1564.64656,,0.03943,793.45315,,0.04223,763.52789
0.03522,1947.30834,,0.02999,1566.25824,,0.03946,794.24015,,0.04227,764.69102
0.03526,1949.90431,,0.02996,1568.75067,,0.03946,795.23179,,0.04229,765.99165
0.0353,1952.53214,,0.03017,1570.70332,,0.03949,796.28097,,0.04233,767.29722
0.03536,1954.91706,,0.03022,1571.88266,,0.03952,797.45265,,0.04239,768.49388
0.03539,1957.32891,,0.03014,1573.4025,,0.03966,798.33668,,0.04243,769.6545
0.03546,1959.57073,,0.03013,1575.57437,,0.03967,799.00169,,0.04246,770.86427
0.03547,1961.77161,,0.03041,1577.10434,,0.03971,799.85509,,0.04248,772.04457
0.03549,1964.2532,,0.03046,1577.33359,,0.03977,800.69208,,0.0425,773.44198
0.03556,1966.55488,,0.03022,1578.74099,,0.03973,801.55532,,0.04257,774.68953
0.03559,1968.97873,,0.03021,1581.07682,,0.0398,802.7236,,0.04263,775.91576
0.03563,1971.23621,,0.03013,1583.98933,,0.03989,803.55424,,0.04263,777.11259
0.03565,1973.59929,,0.0303,1586.66405,,0.03995,804.23468,,0.04271,778.36912
0.03571,1975.86123,,0.03039,1588.39524,,0.03992,805.04144,,0.04274,779.44797
0.03571,1978.329,,0.0304,1590.1293,,0.03991,806.30791,,0.04277,780.61891
0.03575,1980.87958,,0.03041,1591.82792,,0.03994,807.62024,,0.04282,781.76736
0.03582,1983.25319,,0.0303,1594.23172,,0.04,808.94466,,0.04285,782.94114
0.03584,1985.49084,,0.03034,1596.92262,,0.04013,809.86926,,0.04286,784.18807
0.03588,1987.87136,,0.03046,1599.23558,,0.0402,810.56295,,0.04288,785.56475
0.0359,1990.29502,,0.0305,1600.9258,,0.04021,811.23485,,0.04297,786.81983
0.03595,1992.85781,,0.03041,1603.24574,,0.04016,812.26986,,0.043,788.02101
0.03596,1995.47481,,0.03062,1605.29717,,0.04027,813.40086,,0.04306,789.14595
0.03603,1998.09694,,0.03086,1605.79638,,0.04036,814.1492,,0.04307,790.32121
0.03606,2000.41477,,0.03081,1606.0772,,0.04035,814.88994,,0.04313,791.49846
0.03609,2003.03354,,0.0307,1607.1346,,0.0404,815.81266,,0.04315,792.70603
0.03615,2005.44292,,0.03069,1609.01897,,0.04044,816.69643,,0.04321,793.84622
0.03619,2007.69998,,0.03078,1610.57371,,0.04045,817.68295,,0.04322,795.03672
0.03623,2009.97371,,0.03064,1612.43112,,0.04052,818.60524,,0.04327,796.27719
0.03627,2012.24967,,0.03053,1615.51095,,0.0405,819.7217,,0.04331,797.48509
0.0363,2014.55814,,0.03069,1618.60376,,0.04053,820.9384,,0.04337,798.61874
0.03635,2016.88117,,0.03111,1619.72159,,0.04056,822.25375,,0.04341,799.67564
0.03636,2019.02895,,0.03106,1619.46169,,0.0407,823.28383,,0.04343,800.8183
0.03639,2021.65716,,0.03091,1620.718,,0.04069,824.16419,,0.04348,802.00351
0.03645,2023.94857,,0.03083,1622.71536,,0.04078,825.14442,,0.0435,803.15405
0.03646,2026.37401,,0.03081,1625.26306,,0.04082,825.84592,,0.04359,804.31149
0.03651,2028.90152,,0.03079,1627.9416,,0.04083,826.75923,,0.04356,805.39819
0.03657,2031.29811,,0.03075,1631.01038,,0.04085,827.75661,,0.0436,806.73431
0.03659,2033.59689,,0.03084,1634.06729,,0.04085,828.99296,,0.04368,807.89795
0.0366,2036.1844,,0.03105,1636.12503,,0.041,830.01079,,0.04366,809.1602
0.03669,2038.67506,,0.0312,1637.10466,,0.04107,830.57443,,0.04374,810.44621
0.03671,2040.82494,,0.03121,1637.84293,,0.04114,831.05082,,0.04379,811.60463
0.03676,2042.95924,,0.03118,1638.85546,,0.04106,831.72169,,0.0438,812.77175
0.03677,2045.31267,,0.03118,1640.28196,,0.04101,833.12715,,0.04385,813.97337
0.03681,2047.83352,,0.03112,1642.06746,,0.04114,834.48175,,0.04387,815.27207
0.03684,2050.35894,,0.031,1644.66726,,0.04127,835.28266,,0.04393,816.46779
0.03691,2052.7276,,0.03108,1647.46788,,0.04131,835.8505,,0.04392,817.76804
0.03695,2054.89764,,0.03116,1649.8402,,0.04124,836.77078,,0.044,819.07458
0.03695,2057.16166,,0.03127,1651.76496,,0.04126,838.08985,,0.04404,820.21887
0.03701,2059.53109,,0.03136,1653.13999,,0.04142,839.14846,,0.04404,821.55477
0.03704,2061.974,,0.03133,1654.46464,,0.04151,839.56537,,0.04411,822.83194
0.03711,2064.08491,,0.03134,1656.24657,,0.04145,840.26013,,0.04414,824.04821
0.03712,2066.19382,,0.03133,1658.01682,,0.04148,841.29452,,0.04421,825.2132
0.03716,2068.54023,,0.03136,1660.0703,,0.0415,842.39224,,0.04422,826.37676
0.03719,2070.86363,,0.03152,1661.60835,,0.04161,843.31999,,0.04427,827.60837
0.03722,2073.31819,,0.03163,1662.41387,,0.04155,844.29114,,0.04432,828.74711
0.03728,2075.64239,,0.03156,1663.23086,,0.04153,845.79734,,0.04435,829.92591
0.03728,2077.95729,,0.03138,1665.19267,,0.04167,847.17934,,0.04436,831.12181
0.03734,2080.58874,,0.03136,1668.06444,,0.04181,847.91489,,0.04444,832.35097
0.03737,2083.0548,,0.03146,1670.80723,,0.04183,848.47128,,0.04442,833.6501
0.03743,2085.32129,,0.03152,1672.9176,,0.0418,849.33047,,0.04446,835.03798
0.03745,2087.63964,,0.03155,1674.97217,,0.04183,850.46128,,0.04453,836.3317
0.03749,2089.98545,,0.03165,1676.80121,,0.04198,851.27075,,0.04456,837.48238
0.0375,2092.42782,,0.03174,1678.11768,,0.04199,851.78424,,0.04459,838.77613
0.03756,2095.13552,,0.03177,1679.19279,,0.04195,852.74877,,0.04466,839.99723
0.03762,2097.34672,,0.03174,1680.69483,,0.04201,853.90511,,0.04462,841.32925
0.03767,2099.42496,,0.03179,1682.08633,,0.04208,854.82776,,0.04467,842.84477
0.03768,2101.49913,,0.03158,1684.30128,,0.04215,855.64251,,0.04471,844.21385
0.03771,2103.93957,,0.03161,1687.40335,,0.04223,856.30018,,0.04474,845.67194
0.03774,2106.46272,,0.03162,1690.30127,,0.04216,857.10292,,0.04482,846.9542
0.03777,2108.9051,,0.03181,1692.78687,,0.04218,858.34507,,0.04483,848.3054
0.0378,2111.62861,,0.03199,1693.91919,,0.04228,859.48324,,0.04486,849.69337
0.03785,2114.21917,,0.03196,1694.81253,,0.04235,860.24777,,0.04491,851.06969
0.03789,2116.6859,,0.03194,1696.2502,,0.04232,861.24815,,0.04495,852.34015
0.03794,2119.24453,,0.03189,1698.02563,,0.04244,862.20771,,0.045,853.66925
0.03799,2121.67663,,0.0318,1700.55604,,0.04242,863.02475,,0.04501,855.00741
0.03801,2123.92957,,0.03183,1703.33252,,0.0424,864.2656,,0.04505,856.4025
0.03807,2126.0966,,0.0319,1705.93375,,0.04236,865.85136,,0.04514,857.63662
0.0381,2128.34403,,0.03209,1707.7748,,0.04239,867.71785,,0.04515,858.85399
0.03813,2130.68347,,0.03219,1708.71583,,0.04251,869.33279,,0.04514,860.22796
0.03817,2132.98523,,0.03216,1709.5863,,0.04255,870.65964,,0.04518,861.71062
0.03822,2135.253,,0.03205,1711.34937,,0.04258,871.95957,,0.04523,863.0845
0.03823,2137.47661,,0.03208,1713.61549,,0.04257,873.50589,,0.04525,864.48357
0.03827,2140.05215,,0.03215,1715.71343,,0.04275,874.84598,,0.04527,866.00833
0.03833,2142.35503,,0.03228,1717.08199,,0.04284,875.4709,,0.04535,867.43036
0.03835,2144.73497,,0.03222,1718.49775,,0.04284,876.1542,,0.04533,868.88532
0.03839,2147.00831,,0.03224,1720.38691,,0.04283,877.15914,,0.04537,870.49815
0.03845,2149.22959,,0.03236,1721.91141,,0.04279,878.39389,,0.04544,871.94878
0.03847,2151.38764,,0.03245,1722.93935,,0.04278,880.12855,,0.04547,873.42404
0.03851,2153.68897,,0.03241,1723.8711,,0.04287,881.73932,,0.0455,874.84477
0.03855,2155.9245,,0.03234,1725.63548,,0.04294,883.11476,,0.04553,876.3022
0.03857,2158.39985,,0.03229,1727.8564,,0.04305,884.22336,,0.04556,877.73612
0.0386,2160.82072,,0.0323,1730.47996,,0.04317,884.89969,,0.04559,879.29282
0.03862,2163.42287,,0.03234,1732.81446,,0.04311,885.62204,,0.04566,880.72853
0.0387,2165.92665,,0.03248,1734.99305,,0.04317,886.6406,,0.04565,882.13672
0.0387,2168.41491,,0.03261,1736.09936,,0.04314,887.69197,,0.04569,883.77801
0.0388,2170.67826,,0.03251,1737.45872,,0.04317,889.08108,,0.04571,885.36408
0.0388,2172.80877,,0.03244,1739.66272,,0.04323,890.31601,,0.04578,886.88355
0.03883,2175.10226,,0.03241,1742.34679,,0.04316,891.77003,,0.0458,888.37385
0.03888,2177.49709,,0.03257,1744.71228,,0.04317,893.74844,,0.04585,889.83672
0.03892,2179.73198,,0.03271,1746.04532,,0.04332,895.44114,,0.04588,891.24928
0.03898,2181.93373,,0.03264,1747.45,,0.0434,896.63014,,0.04591,892.7802
0.039,2184.09373,,0.0327,1749.22535,,0.04348,897.54004,,0.04595,894.24992
0.03903,2186.1838,,0.03281,1750.46571,,0.0435,898.37342,,0.04599,895.76872
0.03909,2188.34804,,0.0328,1751.53177,,0.04344,899.65848,,0.04603,897.24823
0.03911,2190.46629,,0.03274,1753.23302,,0.04347,901.20601,,0.04607,898.63374
0.03914,2192.64995,,0.03275,1755.13019,,0.04358,902.55222,,0.0461,900.07127
0.03918,2194.83904,,0.03266,1757.59868,,0.04363,903.65824,,0.04612,901.61385
0.03922,2197.22038,,0.03275,1760.23075,,0.04363,904.81294,,0.04619,902.94299
0.03925,2199.58919,,0.03282,1762.21896,,0.04359,906.32967,,0.0462,904.40266
0.03929,2201.96975,,0.0329,1764.08031,,0.04366,908.04172,,0.04624,905.87018
0.03931,2204.26098,,0.03305,1765.27472,,0.04381,909.24115,,0.04629,907.29793
0.03939,2206.5945,,0.03306,1765.99038,,0.04384,910.15758,,0.04632,908.67877
0.03941,2208.80966,,0.03299,1767.35364,,0.04386,911.13742,,0.04631,910.18094
0.03946,2210.9091,,0.03291,1769.36406,,0.04384,912.38291,,0.04635,911.83239
0.03947,2213.14765,,0.03281,1772.18215,,0.04394,913.70394,,0.0464,913.44676
0.03952,2215.49966,,0.03287,1775.3372,,0.04409,914.40719,,0.04643,914.94842
0.03955,2217.77897,,0.03297,1777.86512,,0.04396,915.25393,,0.04648,916.46841
0.03964,2219.91609,,0.03308,1779.90499,,0.04402,916.77741,,0.04653,917.89842
0.03963,2221.79724,,0.03324,1781.17325,,0.04414,917.77433,,0.04657,919.32193
0.03969,2223.96881,,0.03322,1782.05029,,0.0442,918.53724,,0.04656,920.82848
0.03974,2225.98421,,0.0332,1783.47708,,0.0441,919.5852,,0.04665,922.31184
0.03981,2227.44918,,0.03316,1785.17026,,0.04407,921.39598,,0.04666,923.72743
0.0398,2229.25077,,0.03308,1787.5702,,0.04422,923.04512,,0.04672,925.07344
0.03984,2231.16528,,0.03307,1790.31668,,0.04432,924.07569,,0.04675,926.48114
0.03987,2233.30909,,0.03316,1793.07495,,0.0443,925.04644,,0.04679,927.85175
0.03992,2235.11998,,0.03326,1795.07652,,0.04424,926.63973,,0.0468,929.29277
0.03996,2236.98321,,0.03333,1796.87847,,0.04433,928.26936,,0.04682,930.74478
0.03998,2238.95069,,0.0335,1797.81777,,0.04447,929.45487,,0.04687,932.28479
0.04,2241.17187,,0.03333,1799.00885,,0.04448,930.3312,,0.04691,933.76536
0.04007,2243.33477,,0.03331,1801.26979,,0.04439,931.78178,,0.04689,935.35395
0.04009,2245.37883,,0.03333,1803.53781,,0.04443,933.60726,,0.04696,936.98912
0.04014,2247.38594,,0.03341,1805.78407,,0.04451,935.24041,,0.04698,938.57813
0.04016,2249.47357,,0.0334,1807.71966,,0.04457,936.68159,,0.04703,940.18358
0.04021,2251.40818,,0.03346,1809.77064,,0.04464,937.92321,,0.04704,941.78008
0.04024,2253.42254,,0.03357,1811.33146,,0.04475,938.95238,,0.04706,943.46876
0.04026,2255.54561,,0.0336,1812.64593,,0.04479,939.63005,,0.04708,945.17512
0.04029,2257.83505,,0.0335,1814.28797,,0.04478,940.58688,,0.04713,946.95622
0.04032,2260.41107,,0.03345,1816.96851,,0.04479,941.75622,,0.04714,948.66614
0.04039,2262.68088,,0.03356,1819.42391,,0.04487,942.93911,,0.04723,950.2994
0.04045,2264.76306,,0.03371,1820.92403,,0.04496,943.82716,,0.04724,951.85872
0.04046,2266.63553,,0.03366,1822.34715,,0.045,944.52489,,0.04729,953.50814
0.04053,2268.60738,,0.03369,1824.22662,,0.04492,945.59568,,0.04726,955.20725
0.04052,2270.66174,,0.03381,1825.5959,,0.04495,947.09083,,0.04732,957.0075
0.04056,2272.97483,,0.03377,1826.90416,,0.04508,948.40345,,0.04737,958.71608
0.0406,2275.31736,,0.03375,1828.73044,,0.04523,948.93989,,0.04742,960.28139
0.04061,2277.83231,,0.03371,1830.79767,,0.04516,949.55161,,0.04744,961.91987
0.04068,2280.34332,,0.03369,1833.42265,,0.04511,950.7595,,0.04748,963.46945
0.04071,2282.50929,,0.03383,1835.68204,,0.04511,952.46292,,0.0475,965.1593
0.04075,2284.88473,,0.03381,1837.62471,,0.04514,954.10594,,0.04753,966.80758
0.04078,2287.29201,,0.034,1839.34553,,0.04518,955.85264,,0.04756,968.52571
0.04082,2289.55798,,0.03409,1840.02658,,0.04527,957.36585,,0.04763,970.11256
0.04088,2291.89926,,0.03423,1840.34087,,0.0453,958.75575,,0.04765,971.61692
0.04092,2293.98551,,0.0341,1840.62364,,0.04539,960.0591,,0.04767,973.21483
0.04094,2296.13946,,0.03391,1842.63892,,0.04537,961.30187,,0.04774,974.79392
0.04098,2298.33576,,0.03383,1845.67382,,0.04539,962.88152,,0.04777,976.2669
0.04102,2300.6804,,0.03387,1849.10318,,0.04551,964.18106,,0.04782,977.77334
0.04108,2302.66772,,0.03406,1851.56411,,0.04552,965.29749,,0.04784,979.23133
0.04112,2304.60231,,0.0341,1853.43399,,0.04551,966.62662,,0.04786,980.78081
0.04116,2306.48473,,0.03415,1855.10601,,0.04552,968.26684,,0.0479,982.32421
0.04118,2308.41678,,0.03414,1856.92725,,0.04562,969.7878,,0.04792,983.87616
0.04123,2310.51276,,0.0342,1858.58635,,0.04571,970.88188,,0.04792,985.5984
0.04127,2312.31435,,0.03418,1860.49482,,0.04576,971.87585,,0.048,987.28329
0.04131,2314.24073,,0.03427,1862.26703,,0.04584,972.69089,,0.04802,988.80123
0.04134,2316.19775,,0.03426,1863.94339,,0.04578,973.60517,,0.04806,990.46918
0.04141,2317.8529,,0.0343,1865.70342,,0.04582,975.04868,,0.04811,992.00539
0.04141,2319.668,,0.03422,1867.76466,,0.04586,976.30877,,0.04813,993.52642
0.04146,2321.47817,,0.03441,1869.90853,,0.04588,977.56206,,0.04817,995.11149
0.04149,2323.41947,,0.03451,1870.73708,,0.04581,979.22141,,0.0482,996.6978
0.04154,2325.17102,,0.03449,1871.79079,,0.04587,981.17224,,0.04823,998.2989
0.04159,2326.83827,,0.03447,1873.21792,,0.04602,982.73403,,0.0483,999.77595
0.04159,2328.58388,,0.03444,1874.92494,,0.04609,983.6853,,0.04831,1001.25883
0.04161,2330.71736,,0.03446,1877.07337,,0.04608,984.83911,,0.04833,1002.83558
0.04167,2332.81783,,0.03459,1878.75369,,0.04611,986.08674,,0.04837,1004.36395
0.04171,2334.83534,,0.03467,1879.8852,,0.04611,987.53916,,0.04836,1006.05666
0.04173,2336.93079,,0.03473,1880.71231,,0.04615,989.01556,,0.04845,1007.74317
0.04178,2339.07483,,0.03473,1881.57811,,0.04614,990.65633,,0.04848,1009.21963
0.04181,2341.22772,,0.03466,1882.93076,,0.04618,992.44166,,0.04848,1010.8255
0.04187,2343.21617,,0.03456,1885.15926,,0.04623,994.05684,,0.04853,1012.4926
0.04194,2344.855,,0.03459,1887.83597,,0.04632,995.57349,,0.04856,1014.09885
0.04194,2346.54102,,0.0346,1890.49332,,0.0464,996.73492,,0.04857,1015.83399
0.04196,2348.43386,,0.03469,1892.86517,,0.04637,997.95605,,0.04866,1017.41212
0.04201,2350.72349,,0.03474,1894.85597,,0.04637,999.61857,,0.04865,1019.03911
0.04207,2352.59108,,0.03477,1896.80774,,0.04647,1001.07333,,0.0487,1020.65877
0.04209,2354.26455,,0.03488,1898.44859,,0.04656,1002.27396,,0.04872,1022.30474
0.04217,2355.98715,,0.03495,1899.57525,,0.04656,1003.29553,,0.04878,1023.96286
0.04219,2357.45742,,0.03487,1900.90951,,0.04649,1004.79629,,0.04879,1025.5483
0.04223,2358.85643,,0.03486,1902.93383,,0.04652,1006.73027,,0.04883,1027.19312
0.04229,2360.30386,,0.03475,1905.36665,,0.04668,1008.30156,,0.04885,1028.81478
0.04228,2361.83679,,0.03474,1908.67317,,0.04674,1009.2697,,0.04892,1030.4409
0.04235,2363.38643,,0.03499,1911.02976,,0.04674,1010.35102,,0.04898,1031.90507
0.04236,2365.05664,,0.03512,1912.11979,,0.04673,1011.71525,,0.04901,1033.28962
0.04239,2366.95595,,0.03516,1912.8658,,0.0468,1012.90619,,0.04904,1034.69252
0.04244,2368.63649,,0.0352,1913.73298,,--,--,,0.04903,1036.28627
0.04246,2370.56033,,0.03521,1914.55491,,0.04693,1013.08809,,0.04904,1038.01367
0.04252,2372.42165,,0.03514,1915.91436,,0.04685,1012.85115,,0.04911,1039.65063
0.04256,2373.83856,,0.03512,1917.81472,,0.04689,1012.41894,,0.04916,1041.22865
0.0426,2374.9614,,0.03515,1919.82904,,0.04687,1011.66408,,0.04917,1042.82276
--,--,,0.03524,1921.73246,,0.04677,1010.96511,,0.04923,1044.36069
0.04263,2375.31198,,0.03528,1923.08075,,0.04674,1010.49899,,0.04928,1045.76875
0.04261,2374.83971,,0.03527,1924.8218,,0.04673,1009.88125,,0.04933,1047.171
0.04266,2373.85049,,0.0354,1926.28433,,0.04683,1008.82973,,0.04933,1048.58913
0.04262,2372.36643,,0.03543,1927.33609,,0.0469,1006.83677,,0.04935,1050.13848
0.04263,2370.28783,,0.03542,1928.49948,,0.04682,1004.77876,,0.04938,1051.78759
0.04259,2368.21784,,0.03532,1930.40254,,0.04677,1002.96335,,0.04942,1053.41463
